16,17,92,92,92,92,92,92,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,92,92,92,92,92,92,16,17,8,11
16,17,6,7,48,48,48,48,10,11,4,5,4,5,14,15,4,5,16,17,2,3,4,5,14,15,4,5,4,5,8,9,48,48,48,55,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,26,55,42,43,55,16,17,6,7,55,0,48,26,48,48,48,48,48,48,55,48,48,48,16,17,6,7
16,17,6,7,48,48,48,55,48,48,48,48,48,26,48,55,42,43,16,17,6,7,48,48,48,26,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,26,55,42,43,0,50,51,6,7,0,48,48,26,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,48,48,48,48,16,17,16,17,16,17,16,17,16,17,50,51,50,51,16,17,16,17,16,17,16,17,12,13,48,48,48,48,16,17,6,7
16,17,6,7,48,48,48,48,10,11,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,8,9,48,48,48,48,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,55,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,55,48,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,55,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,12,13,48,48,48,48,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,6,7
10,11,4,5,4,5,4,5,4,5,4,5,4,5,4,5,93,93,93,93,93,93,10,11,4,5,4,5,4,5,4,5,4,5,4,5,4,5,8,9
